"the_geom","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","category","nearest_add","on_street","from_street","to_street","side_of_st","installation_date","asset_id","asset_subtype","latitude","longitude","siteid","ntaname","femafldz","femafldt","hrcevac"
"POINT (-73.94894957445206 40.64314975502015)","3","Brooklyn","317","45","42","21","9",,"2916 Clarendon Road","Clarendon Road","E 29 Street","Nostrand Avenue","S","2023-02-09T00:00:00.000","Color: Silver (BB2-2023-0310)","BACKED 2.0","40.643158","-73.948951","SEAT.2023.0041","East Flatbush-Erasmus","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.96247656257904 40.75808673312769)","1","Manhattan","106","4","73","28","12",,"401 E 57 Street","E 57 Street","1 Avenue","Sutton Place","S","2023-10-12T00:00:00.000","Color: Black (BL2-2023-1472)","BACKLESS 2.0","40.758095","-73.962478","SEAT.2023.0576","East Midtown-Turtle Bay","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.95350655507175 40.66562449493141)","3","Brooklyn","309","35","43","20","9",,"333 Montgomery Street","Montgomery Street","Rogers Avenue","Dearborn Court","N","2012-09-13T00:00:00.000","Color: Silver (BB1-2012-0186)","BACKED 1.0","40.66563274","-73.95350798","SEAT.2012.0118","Crown Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.1191724885355 40.62855824017673)","5","Staten Island","501","49","61","24","11",,"888 Forest Avenue","Forest Avenue","Elizabeth Street","Clove Road","S","2013-01-29T00:00:00.000","Color: Silver (BL1-2013-0825)","BACKLESS 1.0","40.62856648","-74.11917397","SEAT.2013.0070","West New Brighton-Silver Lake-Grymes Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.85809059125287 40.833446714921074)","2","Bronx","209","18","87","34","14",,"1990 Westchester Avenue","Westchester Avenue","Cross Bronx Expressway Service Road","Pugsley Avenue","S","2022-05-12T00:00:00.000","Color: Leaning Bar (LB-EMP2020-0022)","LEANING BAR","40.833455","-73.858092","SEAT.2022.0022","Castle Hill-Unionport","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.83074659950931 40.84370371170217)","2","Bronx","210","13","82","34","14",,"2964 Middletown Road","Middletown Road","Gillespie Avenue","Crosby Avenue","S","2025-06-17T00:00:00.000","Color: Black ()","BACKED 2.0","40.843712","-73.830748","SEAT.2024.0707","Throgs Neck-Schuylerville","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.89838802398975 40.821059496320515)","2","Bronx","202","17","85","32","14",,"902 Westchester Avenue","E 163 Street","Rodgers Place","Westchester Avenue","N","2023-11-30T00:00:00.000","Color: Black (BL2-2023-1104)","BACKLESS 2.0","40.82106778","-73.89838944","SEAT.2023.0179","Longwood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.95565844238584 40.68043282326576)","3","Brooklyn","303","36","57","25","8",,"537 Franklin Avenue","Franklin Avenue","Fulton Street","Lefferts Place","W","2012-09-27T00:00:00.000","Color: Silver (BB1-2012-0224)","BACKED 1.0","40.68044108","-73.95565987","SEAT.2012.0135","Bedford-Stuyvesant (West)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.09642067584042 40.641962487114924)","5","Staten Island","501","49","61","23","11",,"125 Cassidy Place","Cassidy Place","Clinton Avenue","Lafayette Avenue",,"2014-03-14T00:00:00.000","Color: Silver (BB1-2014-0619)","BACKED 1.0","40.64197073","-74.09642215","SEAT.2014.0060","St. George-New Brighton","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.97272766398967 40.59033439372668)","3","Brooklyn","315","44","45","22","8",,"273 Avenue X","Avenue X","W 2 Street","W 3 Street","N","2016-05-21T00:00:00.000","Color: Silver (BB1-2016-2015)","BACKED 1.0","40.59034263","-73.97272909","SEAT.2016.0046","Gravesend (East)-Homecrest","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.98746573481591 40.65999954927752)","3","Brooklyn","307","39","44","20","10",,"554 7 Avenue","7 Avenue","18 Street","19 Street",,"2014-12-29T00:00:00.000","Color: Silver (BB1-2014-1584)","BACKED 1.0","40.6600078","-73.98746717","SEAT.2014.0419","Windsor Terrace-South Slope","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.9089345878678 40.61564475917425)","3","Brooklyn","318","46","59","21","8",,"2206 E 66 Street","E 66 Street","Whitman Drive","Strickland Avenue","E","2025-05-19T00:00:00.000","Color: Black ()","BACKED 2.0","40.615653","-73.908936","SEAT.2023.0820","Marine Park-Mill Basin-Bergen Beach","AE",,"1"
"POINT (-73.92679295886121 40.61365334918408)","3","Brooklyn","318","46","59","21","8",,"2325 Flatbush Avenue","Flatbush Avenue","Utica Avenue","E 49 Street","E","2017-05-20T00:00:00.000","Color: Silver (BL2-2017-0088)","BACKLESS 2.0","40.61366159","-73.92679438","SEAT.2017.0097","Flatlands","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-74.00228439850291 40.675956245358165)","3","Brooklyn","306","38","51","26","10",,"110 W 9 Street","W 9 Street","Gowanus Expressway","Henry Street","S","2015-02-19T00:00:00.000","Color: Silver (BB1-2015-0554)","BACKED 1.0","40.67596449","-74.00228584","SEAT.2015.0096","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"POINT (-73.90184526402908 40.71672192327312)","4","Queens","405","30","37","12","6",,"60-08 Fresh Pond Road","Fresh Pond Road","60 Avenue","60 Road","W","2013-04-12T00:00:00.000","Color: Silver (BL1-2013-0133)","BACKLESS 1.0","40.71673018","-73.90184668","SEAT.2013.0212","Maspeth","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.91319457560847 40.814025720881006)","2","Bronx","201","17","84","29","15",,"535 St Ann's Avenue","St Ann's Avenue","E 149 Street","E 148 Street","W","2026-03-23T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.814034","-73.913196","SEAT.2026.0207","Mott Haven-Port Morris","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.98275417856195 40.776860802106604)","1","Manhattan","107","6","67","47","12",,"201 Amsterdam Avenue","Amsterdam Avenue","W 69 Street","W 70 Street","E","2013-09-20T00:00:00.000","Color: Silver (BL1-2013-0790)","BACKLESS 1.0","40.77686907","-73.98275562","SEAT.2013.0424","Upper West Side-Lincoln Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.98606656605284 40.574908769898855)","3","Brooklyn","313","47","46","23","8",,"1904 Surf Avenue","Surf Avenue","W 20 Street","W 19 Street","S","2019-07-20T00:00:00.000",,"WORLDS FAIR","40.574917","-73.986068","SEAT.2024.0235","Coney Island-Sea Gate","AE",,"1"
"POINT (-73.93803558027469 40.5941947645399)","3","Brooklyn","315","46","41","23","8",,"2985 Avenue X","Avenue X","Batchelder Street","Nostrand Avenue","N","2023-09-11T00:00:00.000","Color: Black (BL2-2023-1924)","BACKLESS 2.0","40.594203","-73.938037","SEAT.2023.0768","Sheepshead Bay-Manhattan Beach-Gerritsen Beach","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.75941130234109 40.66378744542669)","4","Queens","413","31","31","10","5",,"145-00 SpringField Boulevard","SpringField Boulevard","S Conduit Avenue","145 Avenue","W","2018-08-09T00:00:00.000","Color: Silver (BL2-Unkn-04)","BACKLESS 2.0","40.6637957","-73.75941267","SEAT.2018.0190","Springfield Gardens (South)-Brookville","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.8380796068827 40.6796207440819)","4","Queens","410","28","23","10","5",,"101-01 Rockaway Boulevard","Rockaway Boulevard","101 Street","103 Street","S","2025-04-11T00:00:00.000","Color: Black ()","BACKED 2.0","40.679629","-73.838081","SEAT.2024.0181","South Ozone Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.98346255705859 40.74058373744346)","1","Manhattan","106","2","74","59","12",,"49 Lexington Avenue","E 25 Street","3rd Avenue","Lexington Avenue",,"2021-10-01T00:00:00.000","Color: Silver (BB-2021-1610)","BACKED 2.0","40.740592","-73.983464","SEAT.2021.0025","Gramercy","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.91234857400563 40.84280671503207)","2","Bronx","204","16","77","32","15",,"1575 Grand Concourse","Grand Concourse","E Mount Eden Avenue","Hawkstone Street","W","2023-10-12T00:00:00.000","Color: Black (BL2-2023-1334)","BACKLESS 2.0","40.842815","-73.91235","SEAT.2023.0147","Mount Eden-Claremont (West)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.86092859021281 40.83578471483036)","2","Bronx","209","18","87","34","14",,"1414 Metropolitan Avenue","Metropolitan Avenue","Parkchester Road","Yankee Mall","E","2024-05-02T00:00:00.000","Color: Silver (BL2-2023-1514)","BACKLESS 2.0","40.835793","-73.86093","SEAT.2024.0186","Parkchester","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.98958055464044 40.75263373528235)","1","Manhattan","105","3","75","28","12",,"492 7 Avenue","7 Avenue","W 37 Street","W 36 Street","W","2025-10-13T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.752642","-73.989582","SEAT.2025.0628","Midtown-Times Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.748803026982 40.76866079266962)","4","Queens","411","19","26","11","3",,"23421 41st Avenue","41 Avenue","235 Street","235 Street","N","2014-08-19T00:00:00.000","Color: Silver (BL1-2014-1212)","BACKLESS 1.0","40.76866907","-73.7488044","SEAT.2014.0260","Douglaston-Little Neck","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.97679761129464 40.64892330946968)","3","Brooklyn","307","39","44","20","10",,"160 E 5 Street","Fort Hamilton Parkway","E 5 Street","E 4 Street","S","2012-07-24T00:00:00.000","Color: Silver (BB1-2012-0084)","BACKED 1.0","40.64893155","-73.97679905","SEAT.2012.0089","Windsor Terrace-South Slope","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.93590156742145 40.82204771976824)","1","Manhattan","110","9","71","30","13",,"125 W 147 Street","W 147 Street","Malcolm X Boulevard","Adam Clayton Powell Boulevard","N","2025-10-15T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.822056","-73.935903","SEAT.2025.0650","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.93936857998408 40.600786763303276)","3","Brooklyn","315","46","41","22","8",,"2993 Avenue U","Avenue U","Batchelder Street","Brown Street","N","2025-05-28T00:00:00.000","Color: Leaning Bar ()","LEANING BAR","40.600795","-73.93937","SEAT.2025.0223","Madison","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-74.02973264022057 40.626441026560535)","3","Brooklyn","310","47","46","26","11",,"8125 3 Avenue","3 Avenue","81 Street","82 Street","E","2018-02-08T00:00:00.000","Color: Silver (BB2-2018-0329)","BACKED 2.0","40.62644926","-74.02973409","SEAT.2018.0071","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.78582014222542 40.727559844955046)","4","Queens","408","24","24","16","5",,"182-10 Union Turnpike","Union Turnpike","Kent Street","Chevy Chase Street","S","2013-04-17T00:00:00.000","Color: Silver (BL1-2013-0569)","BACKLESS 1.0","40.72756811","-73.78582152","SEAT.2013.0219","Jamaica Estates-Holliswood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.75306863905416 40.60443075617627)","4","Queens","414","31","31","10","5",,"17-20 Village Lane","Mott Avenue","Central Avenue","Redfern Avenue","N","2022-09-01T00:00:00.000","Color: Silver (BB2-2023-1618)","BACKED 2.0","40.604439","-73.75307","SEAT.2022.0036","Far Rockaway-Bayswater","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.99292969840832 40.59544008335509)","3","Brooklyn","311","47","47","17","11",,"2406 Bath Avenue","Bath Avenue","24 Avenue","Bay 37 Street","S","2015-01-12T00:00:00.000","Color: Silver (BL1-2015-2907)","BACKLESS 1.0","40.59544832","-73.99293114","SEAT.2015.0031","Gravesend (West)","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.93746457869453 40.634549756113785)","3","Brooklyn","317","45","58","21","9",,"4024 Glenwood Road","Glenwood Road","E 40 Street","Albany Avenue","S","2025-05-03T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.634558","-73.937466","SEAT.2024.0547","East Flatbush-Farragut","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-74.16943850795191 40.559473779848176)","5","Staten Island","503","51","62","24","11",,"Richmond Avenue","Richmond Avenue","Gurley Avenue","Arthur Kill Road","E","2025-11-26T00:00:00.000","Color: Black ()","BACKED 2.0","40.559482","-74.16944","SEAT.2025.0409","Great Kills-Eltingville","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.9259440200283 40.80607399973577)","2","Bronx","201","8","84","29","14",,"80 Bruckner Boulevard","Bruckner Boulevard","Willis Avenue","Alexander Avenue","S","2016-06-10T00:00:00.000","Color: Silver (BB1-2016-2307)","BACKED 1.0","40.80608228","-73.92594545","SEAT.2016.0087","Mott Haven-Port Morris","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.788860956066 40.693093048530436)","4","Queens","412","28","32","14","5",,"110-04 Guy R Brewer Blvd","Guy R. Brewer Boulevard","Brinkerhoff Avenue","110 Road",,"2016-12-09T00:00:00.000","Color: Silver (BB1-2016-2335)","BACKED 1.0","40.69310131","-73.78886233","SEAT.2016.0201","South Jamaica","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.82954061643622 40.58209576343757)","4","Queens","414","32","23","10","5",,"10640 Rockaway Beach Boulevard","Rockaway Beach Boulevard","Beach 106 Street","Beach 108 Street","N","2023-05-11T00:00:00.000","Color: Black (BB2-2023-0765)","BACKED 2.0","40.582104","-73.829542","SEAT.2023.0383","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.9072271222169 40.81695849891516)","2","Bronx","201","8","84","29","15",,"671 Westchester Avenue","Westchester Avenue","Cauldwell Avenue","Forest Avenue",,"2015-08-06T00:00:00.000","Color: Silver (BB1-2015-1676)","BACKED 1.0","40.81696678","-73.90722854","SEAT.2015.0138","Melrose","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.9171793455181 40.82805962572578)","2","Bronx","204","16","77","32","15",,"950 Morris Avenue","Morris Avenue","E 164 Street","Bonner Place","W","2014-09-15T00:00:00.000","Color: Silver (BB1-2014-1311)","BACKED 1.0","40.82806791","-73.91718077","SEAT.2014.0275","Concourse-Concourse Village","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.98306055668318 40.74051973760324)","1","Manhattan","106","2","74","59","12",,"141 E 25 Street","E 25 Street","3 Avenue","Lexington Avenue",,"2021-10-01T00:00:00.000","Color: Silver (BB-2021-1995)","BACKED 2.0","40.740528","-73.983062","SEAT.2021.0008","Gramercy","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.96630172333599 40.7617113305417)","1","Manhattan","108","5","73","28","12",,"999 3 Ave","3 Avenue","E 59 Street","E 60 Street","E","2014-12-10T00:00:00.000","Color: Silver (BB1-2014-1453)","BACKED 1.0","40.7617196","-73.96630316","SEAT.2014.0379","Upper East Side-Lenox Hill-Roosevelt Island","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.92931027028789 40.86000744775366)","1","Manhattan","112","10","72","31","13",,"54 Nagle Avenue","Nagle Avenue","Ellwood Street","Hillside Avenue","N","2014-01-15T00:00:00.000","Color: Silver (BB1-2014-1358)","BACKED 1.0","40.86001574","-73.9293117","SEAT.2014.0022","Washington Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.84677559486478 40.83662771346422)","2","Bronx","210","18","87","34","14",,"2368 Westchester Avenue","Westchester Avenue","Parker Street","Zerega Avenue","S","2026-02-20T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.836636","-73.846777","SEAT.2026.0037","Westchester Square","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.96657910062328 40.79432658142876)","1","Manhattan","107","7","69","47","12",,"808 Columbus Avenue","Columbus Avenue","W 98 Street","W 99 Street","W","2013-10-11T00:00:00.000","Color: Silver (BB1-2013-0446)","BACKED 1.0","40.79433485","-73.96658054","SEAT.2013.0455","Upper West Side-Manhattan Valley","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.93980657585062 40.661672751467336)","3","Brooklyn","309","40","43","20","9",,"539 Albany Avenue","Albany Avenue","Maple Street","East New York Avenue","E","2024-05-29T00:00:00.000","Color: Leaning Bar (LB-EMP2023-0021)","LEANING BAR","40.661681","-73.939808","SEAT.2024.0246","Prospect Lefferts Gardens-Wingate","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.86760353671818 40.853799308751825)","2","Bronx","211","13","80","33","15",,"2112 White Plains Road","White Plains Road","Lydig Avenue","Maran Place","E","2015-01-21T00:00:00.000","Color: Silver (BB1-2015-1126)","BACKED 1.0","40.8538076","-73.86760495","SEAT.2015.0052","Pelham Parkway-Van Nest","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.99441692616183 40.71428828886237)","1","Manhattan","103","1","65","27","10",,"88 East Broadway","Division Street","Forsyth Street","Market Street","N","2014-07-25T00:00:00.000","Color: Silver (BL1-2014-0719)","BACKLESS 1.0","40.71429655","-73.99441837","SEAT.2014.0206","Chinatown-Two Bridges","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.86069559061991 40.82817271548535)","2","Bronx","209","18","85","34","14",,"1073 White Plains Road","White Plains Road","Watson Avenue","Bruckner Boulevard","W","2025-05-09T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.828181","-73.860697","SEAT.2025.0038","Soundview-Bruckner-Bronx River","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.93433056776172 40.79564573519174)","1","Manhattan","111","8","68","29","13",,"421 E 116 Street","E 116 Street","Pleasant Avenue","1 Avenue","N","2012-10-11T00:00:00.000","Color: Silver (BB1-2012-0227)","BACKED 1.0","40.79565401","-73.934332","SEAT.2012.0168","East Harlem (North)","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","3"
"POINT (-73.96753755900221 40.80130672452381)","1","Manhattan","107","7","69","30","13",,"2760 Broadway","W 106 Street","Amsterdam Avenue","Broadway","N","2023-01-24T00:00:00.000","Color: Silver (BL2-2023-1586)","BACKLESS 2.0","40.801315","-73.967539","SEAT.2023.0014","Upper West Side-Manhattan Valley","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.00167554993507 40.75555773476777)","1","Manhattan","104","3","75","47","12",,"550 W 34 Street","W 34 Street","11 Avenue","10 Avenue","S","2023-05-18T00:00:00.000","Color: Silver (BB2-Unkn-0742)","BACKED 2.0","40.755566","-74.001677","SEAT.2023.0329","Chelsea-Hudson Yards","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.93700213464783 40.819623183337484)","1","Manhattan","110","9","71","30","13",,"669 Lenox Avenue","Lenox Avenue","W 143 Street","W 144 Street","W","2016-06-03T00:00:00.000","Color: Silver (BB1-2016-2067)","BACKED 1.0","40.81963146","-73.93700357","SEAT.2016.0069","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-74.02851233783268 40.622947024276016)","3","Brooklyn","310","47","46","26","11",,"8520 4 Avenue","86 Street","85 Street","86 Street",,"2013-05-30T00:00:00.000","Color: Silver (BB1-2013-0570)","BACKED 1.0","40.62295526","-74.02851379","SEAT.2013.0275","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.92365609778277 40.76803278593009)","4","Queens","401","22","36","59","14",,"27-15 30 Avenue","30 Avenue","29 Street","27 Street","N","2014-05-07T00:00:00.000","Color: Silver (BL1-2014-0925)","BACKLESS 1.0","40.76804106","-73.92365752","SEAT.2014.0108","Astoria (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.75327863950204 40.60284575635046)","4","Queens","414","31","31","10","5",,"1021 Beach 20 Street","Beach 20 Street","Cornaga Avenue","Mott Avenue","W","2022-11-01T00:00:00.000","Color: Silver (BB2-2023-1891)","BACKED 2.0","40.602854","-73.75328","SEAT.2022.0068","Far Rockaway-Bayswater","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.93775157873499 40.62296575869395)","3","Brooklyn","318","45","41","21","9",,"1912 Flatbush Avenue","Avenue L","Flatbush Avenue","E 38 Street","N","2025-04-17T00:00:00.000","Color: Black ()","BACKLESS 2.0","40.622974","-73.937753","SEAT.2024.0124","Flatlands","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.92783258113579 40.62676975793377)","3","Brooklyn","318","45","41","21","9",,"4915 Flatlands Avenue, 11234","Utica Avenue","Avenue J","Flatlands Avenue","W","2019-07-11T00:00:00.000","Color: Silver (BB2-2019-0637)","BACKED 2.0","40.626778","-73.927834","SEAT.2019.0106","Flatlands","X","AREA OF MINIMAL FLOOD HAZARD","4"
